x,water,Na+,Cl-
0.015784648957,0.0313514957732,6.6366754528e-73,4.11992792426e-57
0.0159591741142,0.031351483637,6.6483416761e-73,4.11279543232e-57
0.0161336373874,0.0313514526926,6.66015432043e-73,4.10574515417e-57
0.0163080388094,0.0313514029122,6.67211151217e-73,4.09877523852e-57
0.0164823784131,0.0313513342693,6.68421144503e-73,4.09188389292e-57
0.0166566562314,0.0313512467382,6.69645237725e-73,4.0850693813e-57
0.0168308722971,0.0313511402945,6.70883262889e-73,4.07833002169e-57
0.0170050266431,0.0313510149145,6.72135057933e-73,4.07166418398e-57
0.0171791193021,0.0313508705754,6.73400466485e-73,4.06507028783e-57
0.0173531503068,0.0313507072555,6.74679337635e-73,4.05854680073e-57
0.0175271196902,0.031350524934,6.75971525717e-73,4.05209223606e-57
